U1/V	IA/nA
8,84	0,43
8,86	0,42
8,88	0,40
8,91	0,38
8,93	0,39
8,96	0,38
8,98	0,37
9,01	0,38
9,03	0,41
9,05	0,41
9,08	0,41
9,10	0,42
9,13	0,43
9,15	0,39
9,18	0,40
9,20	0,41
9,23	0,39
9,25	0,38
9,27	0,44
9,30	0,44
9,32	0,43
9,35	0,46
9,37	0,48
9,40	0,46
9,42	0,45
9,45	0,45
9,47	0,43
9,49	0,42
9,52	0,42
9,54	0,44
9,57	0,44
9,59	0,45
9,62	0,45
9,64	0,47
9,67	0,47
9,69	0,47
9,71	0,47
9,74	0,48
9,76	0,45
9,79	0,44
9,81	0,44
9,84	0,45
9,86	0,43
9,89	0,46
9,91	0,48
9,93	0,48
9,96	0,46
9,98	0,48
10,01	0,47
10,03	0,45
10,06	0,45
10,08	0,47
10,10	0,47
10,13	0,50
10,15	0,51
10,18	0,53
10,20	0,54
10,23	0,55
10,25	0,55
10,28	0,57
10,30	0,55
10,32	0,53
10,35	0,54
10,37	0,53
10,40	0,50
10,42	0,53
10,45	0,57
10,47	0,57
10,50	0,57
10,52	0,59
10,54	0,60
10,57	0,57
10,59	0,58
10,62	0,61
10,64	0,61
10,67	0,59
10,69	0,62
10,72	0,63
10,74	0,62
10,76	0,63
10,79	0,67
10,81	0,68
10,84	0,68
10,86	0,66
10,89	0,68
10,91	0,66
10,94	0,64
10,96	0,66
10,98	0,71
11,01	0,72
11,03	0,72
11,06	0,79
11,08	0,78
11,11	0,77
11,13	0,78
11,15	0,81
11,18	0,78
11,20	0,78
11,23	0,80
11,25	0,79
11,28	0,77
11,30	0,80
11,33	0,84
11,35	0,83
11,37	0,84
11,40	0,87
11,42	0,87
11,45	0,85
11,47	0,86
11,50	0,87
11,52	0,87
11,55	0,88
11,57	0,90
11,59	0,91
11,62	0,92
11,64	0,91
11,67	0,91
11,69	0,91
11,72	0,91
11,74	0,90
11,77	0,92
11,79	0,89
11,81	0,87
11,84	0,87
11,86	0,89
11,89	0,89
11,91	0,94
11,94	0,97
11,96	0,98
11,99	0,96
12,01	0,96
12,03	0,93
12,06	0,92
12,08	0,90
12,11	0,91
12,13	0,91
12,16	0,92
12,18	0,92
12,21	0,92
12,23	0,92
12,25	0,91
12,28	0,90
12,30	0,92
12,33	0,91
12,35	0,89
12,38	0,89
12,40	0,87
12,42	0,83
12,45	0,82
12,47	0,86
12,50	0,87
12,52	0,88
12,55	0,88
12,57	0,90
12,60	0,87
12,62	0,85
12,64	0,84
12,67	0,84
12,69	0,82
12,72	0,82
12,74	0,82
12,77	0,86
12,79	0,85
12,82	0,86
12,84	0,86
12,86	0,85
12,89	0,79
12,91	0,79
12,94	0,79
12,96	0,75
12,99	0,75
13,01	0,81
13,04	0,80
13,06	0,78
13,08	0,83
13,11	0,83
13,13	0,78
13,16	0,77
13,18	0,78
13,21	0,75
13,23	0,73
13,26	0,75
13,28	0,75
13,30	0,74
13,33	0,72
13,35	0,74
13,38	0,74
13,40	0,72
13,43	0,73
13,45	0,74
13,47	0,72
13,50	0,66
13,52	0,65
13,55	0,67
13,57	0,66
13,60	0,65
13,62	0,70
13,65	0,72
13,67	0,70
13,69	0,69
13,72	0,70
13,74	0,66
13,77	0,65
13,79	0,66
13,82	0,66
13,84	0,63
13,87	0,68
13,89	0,69
13,91	0,69
13,94	0,71
13,96	0,73
13,99	0,72
14,01	0,71
14,04	0,69
14,06	0,68
14,09	0,67
14,11	0,66
14,13	0,66
14,16	0,67
14,18	0,68
14,21	0,68
14,23	0,69
14,26	0,70
14,28	0,69
14,31	0,69
14,33	0,70
14,35	0,70
14,38	0,69
14,40	0,70
14,43	0,71
14,45	0,70
14,48	0,70
14,50	0,72
14,52	0,74
14,55	0,72
14,57	0,74
14,60	0,73
14,62	0,73
14,65	0,72
14,67	0,72
14,70	0,74
14,72	0,79
14,74	0,79
14,77	0,80
14,79	0,85
14,82	0,85
14,84	0,84
14,87	0,87
14,89	0,89
14,92	0,86
14,94	0,87
14,96	0,89
14,99	0,88
15,01	0,87
15,04	0,92
15,06	0,95
15,09	0,94
15,11	0,97
15,14	1,00
15,16	0,99
15,18	0,99
15,21	1,01
15,23	1,05
15,26	1,06
15,28	1,08
15,31	1,12
15,33	1,14
15,36	1,15
15,38	1,16
15,40	1,19
15,43	1,19
15,45	1,17
15,48	1,21
15,50	1,24
15,53	1,22
15,55	1,23
15,57	1,29
15,60	1,31
15,62	1,31
15,65	1,39
15,67	1,43
15,70	1,42
15,72	1,43
15,75	1,45
15,77	1,42
15,79	1,42
15,82	1,46
15,84	1,49
15,87	1,50
15,89	1,53
15,92	1,55
15,94	1,57
15,97	1,58
15,99	1,59
16,01	1,60
16,04	1,62
16,06	1,60
16,09	1,60
16,11	1,62
16,14	1,63
16,16	1,63
16,19	1,66
16,21	1,69
16,23	1,68
16,26	1,67
16,28	1,68
16,31	1,68
16,33	1,67
16,36	1,68
16,38	1,66
16,41	1,65
16,43	1,65
16,45	1,65
16,48	1,65
16,50	1,70
16,53	1,71
16,55	1,71
16,58	1,71
16,60	1,70
16,63	1,65
16,65	1,65
16,67	1,63
16,70	1,61
16,72	1,61
16,75	1,64
16,77	1,63
16,80	1,61
16,82	1,63
16,84	1,60
16,87	1,56
16,89	1,55
16,92	1,55
16,94	1,53
16,97	1,51
16,99	1,53
17,02	1,51
17,04	1,47
17,06	1,48
17,09	1,49
17,11	1,46
17,14	1,45
17,16	1,45
17,19	1,44
17,21	1,41
17,24	1,37
17,26	1,35
17,28	1,32
17,31	1,31
17,33	1,30
17,36	1,34
17,38	1,33
17,41	1,32
17,43	1,30
17,46	1,30
17,48	1,24
17,50	1,21
17,53	1,21
17,55	1,17
17,58	1,14
17,60	1,17
17,63	1,19
17,65	1,16
17,68	1,15
17,70	1,16
17,72	1,11
17,75	1,07
17,77	1,05
17,80	1,05
17,82	1,02
17,85	1,03
17,87	1,03
17,89	1,03
17,92	1,02
17,94	1,00
17,97	0,99
17,99	0,98
18,02	0,97
18,04	0,97
18,07	0,98
18,09	0,93
18,11	0,90
18,14	0,89
18,16	0,89
18,19	0,86
18,21	0,89
18,24	0,91
18,26	0,90
18,29	0,86
18,31	0,86
18,33	0,84
18,36	0,82
18,38	0,82
18,41	0,83
18,43	0,82
18,46	0,84
18,48	0,83
18,51	0,84
18,53	0,86
18,55	0,85
18,58	0,85
18,60	0,86
18,63	0,84
18,65	0,81
18,68	0,82
18,70	0,85
18,73	0,83
18,75	0,85
18,77	0,89
18,80	0,89
18,82	0,85
18,85	0,86
18,87	0,86
18,90	0,83
18,92	0,83
18,94	0,86
18,97	0,87
18,99	0,87
19,02	0,90
19,04	0,92
19,07	0,90
19,09	0,91
19,12	0,93
19,14	0,93
19,16	0,93
19,19	0,91
19,21	0,93
19,24	0,93
19,26	0,92
19,29	0,93
19,31	0,99
19,34	0,99
19,36	1,01
19,38	1,04
19,41	1,06
19,43	1,07
19,46	1,09
19,48	1,12
19,51	1,13
19,53	1,14
19,56	1,19
19,58	1,20
19,60	1,20
19,63	1,25
19,65	1,29
19,68	1,29
19,70	1,31
19,73	1,34
19,75	1,34
19,78	1,34
19,80	1,36
19,82	1,40
19,85	1,43
19,87	1,46
19,90	1,49
19,92	1,52
19,95	1,55
19,97	1,56
19,99	1,59
20,02	1,63
20,04	1,63
20,07	1,63
20,09	1,67
20,12	1,68
20,14	1,68
20,17	1,73
20,19	1,80
20,21	1,82
20,24	1,87
20,26	1,93
20,29	1,97
20,31	1,97
20,34	2,00
20,36	2,03
20,39	2,05
20,41	2,08
20,43	2,13
20,46	2,16
20,48	2,20
20,51	2,22
20,53	2,24
20,56	2,28
20,58	2,29
20,61	2,30
20,63	2,34
20,65	2,35
20,68	2,34
20,70	2,37
20,73	2,41
20,75	2,40
20,78	2,42
20,80	2,47
20,83	2,48
20,85	2,46
20,87	2,47
20,90	2,48
20,92	2,47
20,95	2,47
20,97	2,47
21,00	2,48
21,02	2,49
21,05	2,48
21,07	2,50
21,09	2,54
21,12	2,52
21,14	2,53
21,17	2,55
21,19	2,53
21,22	2,49
21,24	2,49
21,26	2,49
21,29	2,45
21,31	2,43
21,34	2,49
21,36	2,48
21,39	2,45
21,41	2,45
21,44	2,45
21,46	2,40
21,48	2,38
21,51	2,38
21,53	2,35
21,56	2,31
21,58	2,31
21,61	2,29
21,63	2,26
21,66	2,25
21,68	2,24
21,70	2,21
21,73	2,18
21,75	2,16
21,78	2,13
21,80	2,11
21,83	2,05
21,85	2,01
21,88	2,00
21,90	1,97
21,92	1,95
21,95	1,95
21,97	1,93
22,00	1,90
22,02	1,87
22,05	1,85
22,07	1,81
22,10	1,78
22,12	1,75
22,14	1,73
22,17	1,70
22,19	1,71
22,22	1,69
22,24	1,67
22,27	1,65
22,29	1,61
22,31	1,57
22,34	1,55
22,36	1,52
22,39	1,49
22,41	1,49
22,44	1,49
22,46	1,45
22,49	1,45
22,51	1,45
22,53	1,41
22,56	1,37
22,58	1,37
22,61	1,34
22,63	1,30
22,66	1,30
22,68	1,27
22,71	1,24
22,73	1,21
22,75	1,22
22,78	1,20
22,80	1,20
22,83	1,20
22,85	1,20
22,88	1,16
22,90	1,13
22,93	1,10
22,95	1,08
22,97	1,06
23,00	1,04
23,02	1,05
23,05	1,09
23,07	1,06
23,10	1,06
23,12	1,08
23,15	1,07
23,17	1,04
23,19	1,06
23,22	1,05
23,24	1,02
23,27	1,01
23,29	1,04
23,32	1,03
23,34	1,02
23,36	1,05
23,39	1,07
23,41	1,03
23,44	1,02
23,46	1,03
23,49	1,03
23,51	1,02
23,54	1,03
23,56	1,07
23,58	1,06
23,61	1,06
23,63	1,07
23,66	1,08
23,68	1,08
23,71	1,09
23,73	1,12
23,76	1,13
23,78	1,09
23,80	1,10
23,83	1,12
23,85	1,09
23,88	1,10
23,90	1,16
23,93	1,18
23,95	1,19
23,98	1,23
24,00	1,26
24,02	1,27
24,05	1,29
24,07	1,31
24,10	1,33
24,12	1,34
24,15	1,39
24,17	1,42
24,20	1,43
24,22	1,48
24,24	1,51
24,27	1,52
24,29	1,54
24,32	1,56
24,34	1,56
24,37	1,59
24,39	1,60
24,42	1,62
24,44	1,67
24,46	1,71
24,49	1,73
24,51	1,77
24,54	1,81
24,56	1,83
24,59	1,85
24,61	1,90
24,63	1,94
24,66	1,96
24,68	2,02
24,71	2,05
24,73	2,07
24,76	2,09
24,78	2,13
24,81	2,16
24,83	2,21
24,85	2,27
24,88	2,33
24,90	2,37
24,93	2,40
24,95	2,42
24,98	2,46
25,00	2,50
25,03	2,53
25,05	2,60
25,07	2,67
25,10	2,69
25,12	2,72
25,15	2,78
25,17	2,81
25,20	2,82
25,22	2,89
25,25	2,93
25,27	2,94
25,29	2,96
25,32	3,02
25,34	3,05
25,37	3,07
25,39	3,13
25,42	3,19
25,44	3,20
25,47	3,20
25,49	3,24
25,51	3,26
25,54	3,26
25,56	3,26
25,59	3,32
25,61	3,33
25,64	3,34
25,66	3,37
25,68	3,42
25,71	3,41
25,73	3,42
25,76	3,44
25,78	3,46
25,81	3,43
25,83	3,44
25,86	3,45
25,88	3,44
25,90	3,43
25,93	3,49
25,95	3,51
25,98	3,50
26,00	3,50
26,03	3,52
26,05	3,47
26,08	3,44
26,10	3,43
26,12	3,44
26,15	3,42
26,17	3,44
26,20	3,43
26,22	3,41
26,25	3,38
26,27	3,35
26,30	3,32
26,32	3,31
26,34	3,27
26,37	3,23
26,39	3,22
26,42	3,16
26,44	3,11
26,47	3,10
26,49	3,11
26,52	3,07
26,54	3,06
26,56	3,05
26,59	3,01
26,61	2,95
26,64	2,92
26,66	2,87
26,69	2,82
26,71	2,77
26,73	2,75
26,76	2,71
26,78	2,72
26,81	2,69
26,83	2,68
26,86	2,65
26,88	2,61
26,91	2,55
26,93	2,52
26,95	2,47
26,98	2,41
27,00	2,38
27,03	2,37
27,05	2,33
27,08	2,30
27,10	2,31
27,13	2,29
27,15	2,21
27,17	2,19
27,20	2,16
27,22	2,09
27,25	2,05
27,27	2,02
27,30	1,98
27,32	1,93
27,35	1,91
27,37	1,89
27,39	1,87
27,42	1,85
27,44	1,83
27,47	1,81
27,49	1,77
27,52	1,72
27,54	1,69
27,57	1,68
27,59	1,61
27,61	1,59
27,64	1,61
27,66	1,59
27,69	1,56
27,71	1,57
27,74	1,57
27,76	1,52
27,78	1,51
27,81	1,52
27,83	1,49
27,86	1,44
27,88	1,47
27,91	1,46
27,93	1,42
27,96	1,43
27,98	1,45
28,00	1,41
28,03	1,39
28,05	1,39
28,08	1,37
28,10	1,34
28,13	1,33
28,15	1,34
28,18	1,34
28,20	1,34
28,22	1,34
28,25	1,36
28,27	1,35
28,30	1,34
28,32	1,34
28,35	1,36
28,37	1,34
28,40	1,34
28,42	1,36
28,44	1,35
28,47	1,32
28,49	1,35
28,52	1,38
28,54	1,40
28,57	1,41
28,59	1,43
28,62	1,45
28,64	1,44
28,66	1,44
28,69	1,46
28,71	1,48
28,74	1,51
28,76	1,54
28,79	1,56
28,81	1,60
28,84	1,61
28,86	1,63
28,88	1,68
28,91	1,69
28,93	1,69
28,96	1,73
28,98	1,75
29,01	1,75
29,03	1,78
29,05	1,85
29,08	1,85
29,10	1,86
29,13	1,91
29,15	1,95
29,18	1,94
29,20	1,98
29,23	2,04
29,25	2,05
29,27	2,07
29,30	2,09
29,32	2,13
29,35	2,15
29,37	2,20
29,40	2,26
29,42	2,31
29,45	2,34
29,47	2,39
29,49	2,42
29,52	2,44
29,54	2,46
29,57	2,52
29,59	2,56
29,62	2,61
29,64	2,67
29,67	2,78
29,69	2,83
29,71	2,86
29,74	2,90
29,76	2,95
29,79	2,94
29,81	2,98
29,84	3,04
29,86	3,08
29,89	3,11
29,91	3,19
29,93	3,25
29,96	3,29
29,98	3,34
30,01	3,41
30,03	3,44
30,06	3,47
30,08	3,50
30,10	3,54
30,13	3,57
30,15	3,58
30,18	3,63
30,20	3,68
30,23	3,73
30,25	3,76
30,28	3,83
30,30	3,88
30,32	3,89
30,35	3,93
30,37	3,99
30,40	4,01
30,42	4,01
30,45	4,05
30,47	4,10
30,50	4,09
30,52	4,15
30,54	4,20
30,57	4,23
30,59	4,22
30,62	4,24
30,64	4,23
30,67	4,24
30,69	4,23
30,72	4,25
30,74	4,28
30,76	4,31
30,79	4,30
30,81	4,32
30,84	4,34
30,86	4,32
30,89	4,30
30,91	4,32
30,94	4,31
30,96	4,28
30,98	4,28
31,01	4,24
31,03	4,19
31,06	4,17
31,08	4,17
31,11	4,16
31,13	4,16
31,15	4,15
31,18	4,15
31,20	4,11
31,23	4,06
31,25	4,02
31,28	4,01
31,30	3,95
31,33	3,92
31,35	3,92
31,37	3,94
31,40	3,87
31,42	3,86
31,45	3,85
31,47	3,80
31,50	3,73
31,52	3,73
31,55	3,69
31,57	3,62
31,59	3,57
31,62	3,58
31,64	3,54
31,67	3,50
31,69	3,48
31,72	3,46
31,74	3,38
31,77	3,34
31,79	3,30
31,81	3,25
31,84	3,20
31,86	3,17
31,89	3,13
31,91	3,07
31,94	3,03
31,96	3,00
31,99	2,97
32,01	2,92
32,03	2,88
32,06	2,85
32,08	2,79
32,11	2,73
32,13	2,69
32,16	2,67
32,18	2,64
32,20	2,60
32,23	2,60
32,25	2,57
32,28	2,53
32,30	2,48
32,33	2,46
32,35	2,41
32,38	2,36
32,40	2,33
32,42	2,31
32,45	2,28
32,47	2,28
32,50	2,27
32,52	2,26
32,55	2,24
32,57	2,22
32,60	2,18
32,62	2,14
32,64	2,09
32,67	2,06
32,69	2,04
32,72	2,01
32,74	1,99
32,77	1,99
32,79	2,00
32,82	1,98
32,84	1,96
32,86	1,96
32,89	1,93
32,91	1,90
32,94	1,91
32,96	1,90
32,99	1,87
33,01	1,86
33,04	1,87
33,06	1,84
33,08	1,82
33,11	1,84
33,13	1,86
33,16	1,83
33,18	1,84
33,21	1,82
33,23	1,81
33,26	1,79
33,28	1,78
33,30	1,80
33,33	1,86
33,35	1,85
33,38	1,86
33,40	1,91
33,43	1,90
33,45	1,88
33,47	1,91
33,50	1,92
33,52	1,89
33,55	1,90
33,57	1,92
33,60	1,91
33,62	1,91
33,65	1,97
33,67	2,00
33,69	2,01
33,72	2,04
33,74	2,10
33,77	2,10
33,79	2,09
33,82	2,12
33,84	2,15
33,87	2,15
33,89	2,17
33,91	2,23
33,94	2,26
33,96	2,27
33,99	2,30
34,01	2,35
34,04	2,36
34,06	2,35
34,09	2,41
34,11	2,45
34,13	2,44
34,16	2,47
34,18	2,54
34,21	2,57
34,23	2,60
34,26	2,68
34,28	2,74
34,31	2,78
34,33	2,81
34,35	2,86
34,38	2,88
34,40	2,91
34,43	2,95
34,45	3,00
34,48	3,03
34,50	3,09
34,52	3,13
34,55	3,18
34,57	3,23
34,60	3,29
34,62	3,34
34,65	3,40
34,67	3,43
34,70	3,47
34,72	3,52
34,74	3,58
34,77	3,61
34,79	3,67
34,82	3,72
34,84	3,76
34,87	3,79
34,89	3,85
34,92	3,91
34,94	3,95
34,96	3,99
34,99	4,01
