U1/V	IA/nA
8,84	0,48
8,86	0,52
8,88	0,51
8,91	0,51
8,93	0,52
8,96	0,52
8,98	0,49
9,01	0,49
9,03	0,51
9,05	0,49
9,08	0,48
9,10	0,53
9,13	0,53
9,15	0,52
9,18	0,55
9,20	0,57
9,23	0,54
9,25	0,52
9,27	0,52
9,30	0,49
9,32	0,49
9,35	0,50
9,37	0,51
9,40	0,52
9,42	0,52
9,45	0,52
9,47	0,53
9,49	0,54
9,52	0,53
9,54	0,54
9,57	0,55
9,59	0,53
9,62	0,51
9,64	0,51
9,67	0,51
9,69	0,50
9,71	0,51
9,74	0,54
9,76	0,56
9,79	0,55
9,81	0,56
9,84	0,55
9,86	0,54
9,89	0,55
9,91	0,55
9,93	0,56
9,96	0,59
9,98	0,59
10,01	0,60
10,03	0,62
10,06	0,62
10,08	0,62
10,10	0,64
10,13	0,63
10,15	0,60
10,18	0,61
10,20	0,61
10,23	0,59
10,25	0,60
10,28	0,66
10,30	0,66
10,32	0,66
10,35	0,68
10,37	0,69
10,40	0,66
10,42	0,67
10,45	0,70
10,47	0,70
10,50	0,68
10,52	0,72
10,54	0,73
10,57	0,72
10,59	0,73
10,62	0,76
10,64	0,77
10,67	0,76
10,69	0,75
10,72	0,76
10,74	0,75
10,76	0,73
10,79	0,75
10,81	0,81
10,84	0,81
10,86	0,82
10,89	0,87
10,91	0,88
10,94	0,87
10,96	0,88
10,98	0,91
11,01	0,88
11,03	0,87
11,06	0,90
11,08	0,90
11,11	0,88
11,13	0,90
11,15	0,93
11,18	0,95
11,20	0,96
11,23	0,99
11,25	1,01
11,28	1,00
11,30	0,99
11,33	0,99
11,35	1,00
11,37	1,01
11,40	1,01
11,42	1,04
11,45	1,04
11,47	1,03
11,50	1,02
11,52	1,04
11,55	1,04
11,57	1,04
11,59	1,06
11,62	1,05
11,64	1,04
11,67	1,04
11,69	1,05
11,72	1,04
11,74	1,09
11,77	1,12
11,79	1,12
11,81	1,12
11,84	1,11
11,86	1,07
11,89	1,06
11,91	1,05
11,94	1,06
11,96	1,07
11,99	1,11
12,01	1,10
12,03	1,11
12,06	1,12
12,08	1,10
12,11	1,08
12,13	1,08
12,16	1,08
12,18	1,06
12,21	1,07
12,23	1,05
12,25	1,03
12,28	1,02
12,30	1,04
12,33	1,05
12,35	1,06
12,38	1,06
12,40	1,08
12,42	1,06
12,45	1,04
12,47	1,02
12,50	1,03
12,52	1,00
12,55	1,00
12,57	1,00
12,60	1,03
12,62	1,01
12,64	1,02
12,67	1,03
12,69	1,02
12,72	0,98
12,74	0,99
12,77	0,99
12,79	0,95
12,82	0,94
12,84	0,99
12,86	0,97
12,89	0,96
12,91	1,00
12,94	1,02
12,96	0,96
12,99	0,95
13,01	0,96
13,04	0,93
13,06	0,90
13,08	0,91
13,11	0,92
13,13	0,89
13,16	0,89
13,18	0,90
13,21	0,90
13,23	0,90
13,26	0,92
13,28	0,92
13,30	0,92
13,33	0,86
13,35	0,84
13,38	0,84
13,40	0,83
13,43	0,82
13,45	0,87
13,47	0,88
13,50	0,86
13,52	0,84
13,55	0,84
13,57	0,81
13,60	0,80
13,62	0,82
13,65	0,81
13,67	0,79
13,69	0,82
13,72	0,83
13,74	0,84
13,77	0,84
13,79	0,86
13,82	0,85
13,84	0,85
13,87	0,81
13,89	0,80
13,91	0,80
13,94	0,78
13,96	0,78
13,99	0,80
14,01	0,82
14,04	0,82
14,06	0,83
14,09	0,84
14,11	0,83
14,13	0,82
14,16	0,83
14,18	0,83
14,21	0,81
14,23	0,81
14,26	0,84
14,28	0,83
14,31	0,84
14,33	0,86
14,35	0,88
14,38	0,86
14,40	0,86
14,43	0,85
14,45	0,84
14,48	0,83
14,50	0,83
14,52	0,86
14,55	0,90
14,57	0,91
14,60	0,92
14,62	0,96
14,65	0,97
14,67	0,97
14,70	0,99
14,72	1,00
14,74	0,97
14,77	0,97
14,79	0,98
14,82	0,97
14,84	0,97
14,87	1,03
14,89	1,07
14,92	1,08
14,94	1,11
14,96	1,14
14,99	1,13
15,01	1,12
15,04	1,14
15,06	1,15
15,09	1,15
15,11	1,18
15,14	1,20
15,16	1,22
15,18	1,23
15,21	1,25
15,23	1,27
15,26	1,29
15,28	1,29
15,31	1,31
15,33	1,34
15,36	1,33
15,38	1,34
15,40	1,39
15,43	1,42
15,45	1,41
15,48	1,49
15,50	1,53
15,53	1,53
15,55	1,53
15,57	1,57
15,60	1,55
15,62	1,56
15,65	1,59
15,67	1,63
15,70	1,63
15,72	1,66
15,75	1,68
15,77	1,70
15,79	1,71
15,82	1,74
15,84	1,76
15,87	1,79
15,89	1,78
15,92	1,79
15,94	1,81
15,97	1,83
15,99	1,84
16,01	1,88
16,04	1,90
16,06	1,90
16,09	1,88
16,11	1,91
16,14	1,91
16,16	1,91
16,19	1,92
16,21	1,93
16,23	1,92
16,26	1,90
16,28	1,92
16,31	1,93
16,33	1,96
16,36	1,97
16,38	1,98
16,41	1,97
16,43	1,94
16,45	1,91
16,48	1,90
16,50	1,89
16,53	1,88
16,55	1,88
16,58	1,92
16,60	1,91
16,63	1,91
16,65	1,92
16,67	1,91
16,70	1,87
16,72	1,87
16,75	1,87
16,77	1,84
16,80	1,83
16,82	1,84
16,84	1,82
16,87	1,80
16,89	1,80
16,92	1,81
16,94	1,78
16,97	1,77
16,99	1,76
17,02	1,73
17,04	1,71
17,06	1,66
17,09	1,65
17,11	1,64
17,14	1,63
17,16	1,61
17,19	1,65
17,21	1,63
17,24	1,61
17,26	1,60
17,28	1,59
17,31	1,53
17,33	1,51
17,36	1,50
17,38	1,47
17,41	1,44
17,43	1,48
17,46	1,47
17,48	1,46
17,50	1,45
17,53	1,44
17,55	1,40
17,58	1,36
17,60	1,35
17,63	1,33
17,65	1,30
17,68	1,30
17,70	1,29
17,72	1,28
17,75	1,28
17,77	1,26
17,80	1,24
17,82	1,24
17,85	1,21
17,87	1,20
17,89	1,20
17,92	1,16
17,94	1,13
17,97	1,12
17,99	1,12
18,02	1,09
18,04	1,11
18,07	1,13
18,09	1,13
18,11	1,09
18,14	1,09
18,16	1,06
18,19	1,03
18,21	1,02
18,24	1,02
18,26	1,01
18,29	1,04
18,31	1,03
18,33	1,04
18,36	1,04
18,38	1,03
18,41	1,02
18,43	1,03
18,46	1,01
18,48	0,98
18,51	1,00
18,53	1,01
18,55	0,99
18,58	1,01
18,60	1,05
18,63	1,04
18,65	1,00
18,68	1,02
18,70	1,01
18,73	1,00
18,75	1,00
18,77	1,03
18,80	1,02
18,82	1,01
18,85	1,03
18,87	1,04
18,90	1,03
18,92	1,04
18,94	1,07
18,97	1,07
18,99	1,06
19,02	1,06
19,04	1,07
19,07	1,07
19,09	1,07
19,12	1,09
19,14	1,12
19,16	1,13
19,19	1,15
19,21	1,18
19,24	1,19
19,26	1,19
19,29	1,21
19,31	1,25
19,34	1,24
19,36	1,25
19,38	1,30
19,41	1,30
19,43	1,29
19,46	1,34
19,48	1,38
19,51	1,39
19,53	1,41
19,56	1,44
19,58	1,45
19,60	1,45
19,63	1,48
19,65	1,51
19,68	1,54
19,70	1,57
19,73	1,60
19,75	1,63
19,78	1,65
19,80	1,66
19,82	1,68
19,85	1,72
19,87	1,74
19,90	1,77
19,92	1,81
19,95	1,82
19,97	1,83
19,99	1,87
20,02	1,92
20,04	1,94
20,07	1,98
20,09	2,03
20,12	2,06
20,14	2,08
20,17	2,10
20,19	2,14
20,21	2,17
20,24	2,22
20,26	2,26
20,29	2,31
20,31	2,36
20,34	2,39
20,36	2,42
20,39	2,45
20,41	2,47
20,43	2,48
20,46	2,52
20,48	2,55
20,51	2,56
20,53	2,59
20,56	2,65
20,58	2,67
20,61	2,68
20,63	2,75
20,65	2,78
20,68	2,76
20,70	2,77
20,73	2,81
20,75	2,81
20,78	2,82
20,80	2,83
20,83	2,84
20,85	2,83
20,87	2,83
20,90	2,84
20,92	2,89
20,95	2,89
20,97	2,90
21,00	2,93
21,02	2,93
21,05	2,89
21,07	2,89
21,09	2,90
21,12	2,86
21,14	2,86
21,17	2,92
21,19	2,92
21,22	2,89
21,24	2,90
21,26	2,91
21,29	2,84
21,31	2,83
21,34	2,83
21,36	2,81
21,39	2,77
21,41	2,78
21,44	2,77
21,46	2,74
21,48	2,73
21,51	2,73
21,53	2,71
21,56	2,68
21,58	2,65
21,61	2,63
21,63	2,60
21,66	2,53
21,68	2,50
21,70	2,49
21,73	2,46
21,75	2,43
21,78	2,45
21,80	2,43
21,83	2,40
21,85	2,38
21,88	2,35
21,90	2,30
21,92	2,26
21,95	2,22
21,97	2,19
22,00	2,15
22,02	2,16
22,05	2,14
22,07	2,13
22,10	2,10
22,12	2,08
22,14	2,04
22,17	2,01
22,19	1,96
22,22	1,92
22,24	1,90
22,27	1,89
22,29	1,85
22,31	1,84
22,34	1,83
22,36	1,79
22,39	1,76
22,41	1,75
22,44	1,72
22,46	1,68
22,49	1,67
22,51	1,63
22,53	1,59
22,56	1,56
22,58	1,56
22,61	1,54
22,63	1,53
22,66	1,52
22,68	1,51
22,71	1,48
22,73	1,45
22,75	1,41
22,78	1,40
22,80	1,38
22,83	1,35
22,85	1,35
22,88	1,37
22,90	1,35
22,93	1,34
22,95	1,35
22,97	1,33
23,00	1,31
23,02	1,32
23,05	1,31
23,07	1,28
23,10	1,28
23,12	1,31
23,15	1,30
23,17	1,28
23,19	1,32
23,22	1,32
23,24	1,27
23,27	1,26
23,29	1,27
23,32	1,25
23,34	1,22
23,36	1,24
23,39	1,26
23,41	1,26
23,44	1,27
23,46	1,29
23,49	1,30
23,51	1,28
23,54	1,29
23,56	1,31
23,58	1,31
23,61	1,27
23,63	1,30
23,66	1,32
23,68	1,28
23,71	1,29
23,73	1,34
23,76	1,36
23,78	1,36
23,80	1,40
23,83	1,43
23,85	1,42
23,88	1,42
23,90	1,47
23,93	1,50
23,95	1,51
23,98	1,57
24,00	1,60
24,02	1,61
24,05	1,65
24,07	1,68
24,10	1,68
24,12	1,70
24,15	1,71
24,17	1,72
24,20	1,73
24,22	1,75
24,24	1,78
24,27	1,83
24,29	1,87
24,32	1,89
24,34	1,92
24,37	1,96
24,39	1,98
24,42	2,00
24,44	2,05
24,46	2,08
24,49	2,11
24,51	2,15
24,54	2,16
24,56	2,19
24,59	2,21
24,61	2,28
24,63	2,32
24,66	2,39
24,68	2,44
24,71	2,48
24,73	2,50
24,76	2,52
24,78	2,55
24,81	2,58
24,83	2,63
24,85	2,67
24,88	2,73
24,90	2,82
24,93	2,86
24,95	2,90
24,98	2,96
25,00	3,01
25,03	3,03
25,05	3,09
25,07	3,13
25,10	3,14
25,12	3,17
25,15	3,22
25,17	3,25
25,20	3,29
25,22	3,37
25,25	3,43
25,27	3,45
25,29	3,49
25,32	3,55
25,34	3,58
25,37	3,60
25,39	3,61
25,42	3,64
25,44	3,66
25,47	3,68
25,49	3,71
25,51	3,77
25,54	3,80
25,56	3,83
25,59	3,88
25,61	3,91
25,64	3,89
25,66	3,91
25,68	3,94
25,71	3,92
25,73	3,91
25,76	3,98
25,78	4,00
25,81	4,00
25,83	4,00
25,86	4,03
25,88	4,00
25,90	3,98
25,93	3,99
25,95	4,01
25,98	4,00
26,00	4,01
26,03	4,02
26,05	4,00
26,08	3,99
26,10	3,98
26,12	3,96
26,15	3,96
26,17	3,94
26,20	3,91
26,22	3,90
26,25	3,84
26,27	3,79
26,30	3,78
26,32	3,77
26,34	3,72
26,37	3,71
26,39	3,71
26,42	3,68
26,44	3,62
26,47	3,61
26,49	3,58
26,52	3,52
26,54	3,47
26,56	3,45
26,59	3,41
26,61	3,41
26,64	3,37
26,66	3,35
26,69	3,31
26,71	3,27
26,73	3,22
26,76	3,20
26,78	3,16
26,81	3,11
26,83	3,08
26,86	3,06
26,88	3,00
26,91	2,95
26,93	2,94
26,95	2,90
26,98	2,82
27,00	2,79
27,03	2,75
27,05	2,67
27,08	2,63
27,10	2,62
27,13	2,58
27,15	2,54
27,17	2,52
27,20	2,49
27,22	2,43
27,25	2,39
27,27	2,38
27,30	2,34
27,32	2,29
27,35	2,23
27,37	2,19
27,39	2,16
27,42	2,11
27,44	2,10
27,47	2,12
27,49	2,10
27,52	2,06
27,54	2,05
27,57	2,03
27,59	1,97
27,61	1,95
27,64	1,95
27,66	1,90
27,69	1,87
27,71	1,88
27,74	1,87
27,76	1,82
27,78	1,85
27,81	1,84
27,83	1,80
27,86	1,77
27,88	1,77
27,91	1,73
27,93	1,71
27,96	1,69
27,98	1,69
28,00	1,69
28,03	1,69
28,05	1,69
28,08	1,69
28,10	1,68
28,13	1,65
28,15	1,65
28,18	1,66
28,20	1,63
28,22	1,61
28,25	1,63
28,27	1,60
28,30	1,58
28,32	1,61
28,35	1,64
28,37	1,65
28,40	1,67
28,42	1,70
28,44	1,71
28,47	1,69
28,49	1,70
28,52	1,71
28,54	1,71
28,57	1,74
28,59	1,77
28,62	1,79
28,64	1,81
28,66	1,82
28,69	1,84
28,71	1,86
28,74	1,88
28,76	1,88
28,79	1,91
28,81	1,92
28,84	1,92
28,86	1,94
28,88	2,00
28,91	2,02
28,93	2,04
28,96	2,10
28,98	2,14
29,01	2,13
29,03	2,17
29,05	2,23
29,08	2,24
29,10	2,26
29,13	2,29
29,15	2,32
29,18	2,32
29,20	2,36
29,23	2,42
29,25	2,48
29,27	2,51
29,30	2,57
29,32	2,62
29,35	2,63
29,37	2,65
29,40	2,71
29,42	2,74
29,45	2,77
29,47	2,82
29,49	2,91
29,52	2,94
29,54	2,98
29,57	3,02
29,59	3,09
29,62	3,10
29,64	3,15
29,67	3,22
29,69	3,27
29,71	3,31
29,74	3,39
29,76	3,45
29,79	3,49
29,81	3,54
29,84	3,60
29,86	3,63
29,89	3,66
29,91	3,72
29,93	3,77
29,96	3,83
29,98	3,85
30,01	3,91
30,03	3,97
30,06	4,03
30,08	4,06
30,10	4,13
30,13	4,18
30,15	4,20
30,18	4,25
30,20	4,31
30,23	4,33
30,25	4,35
30,28	4,41
30,30	4,45
30,32	4,48
30,35	4,56
30,37	4,61
30,40	4,64
30,42	4,65
30,45	4,69
30,47	4,68
30,50	4,70
30,52	4,72
30,54	4,75
30,57	4,77
30,59	4,81
30,62	4,83
30,64	4,85
30,67	4,87
30,69	4,88
30,72	4,88
30,74	4,90
30,76	4,90
30,79	4,89
30,81	4,89
30,84	4,87
30,86	4,84
30,89	4,84
30,91	4,86
30,94	4,86
30,96	4,87
30,98	4,87
31,01	4,87
31,03	4,83
31,06	4,80
31,08	4,77
31,11	4,76
31,13	4,73
31,15	4,71
31,18	4,71
31,20	4,72
31,23	4,68
31,25	4,66
31,28	4,64
31,30	4,60
31,33	4,51
31,35	4,50
31,37	4,46
31,40	4,39
31,42	4,36
31,45	4,39
31,47	4,34
31,50	4,30
31,52	4,31
31,55	4,27
31,57	4,19
31,59	4,14
31,62	4,10
31,64	4,04
31,67	3,98
31,69	3,95
31,72	3,93
31,74	3,88
31,77	3,83
31,79	3,82
31,81	3,78
31,84	3,73
31,86	3,69
31,89	3,66
31,91	3,61
31,94	3,51
31,96	3,46
31,99	3,42
32,01	3,37
32,03	3,33
32,06	3,33
32,08	3,30
32,11	3,27
32,13	3,22
32,16	3,18
32,18	3,13
32,20	3,09
32,23	3,05
32,25	3,01
32,28	2,97
32,30	2,96
32,33	2,93
32,35	2,90
32,38	2,87
32,40	2,84
32,42	2,81
32,45	2,79
32,47	2,74
32,50	2,70
32,52	2,69
32,55	2,63
32,57	2,58
32,60	2,57
32,62	2,56
32,64	2,52
32,67	2,50
32,69	2,49
32,72	2,46
32,74	2,43
32,77	2,43
32,79	2,43
32,82	2,41
32,84	2,39
32,86	2,40
32,89	2,37
32,91	2,34
32,94	2,34
32,96	2,34
32,99	2,31
33,01	2,30
33,04	2,28
33,06	2,28
33,08	2,25
33,11	2,24
33,13	2,25
33,16	2,29
33,18	2,28
33,21	2,29
33,23	2,32
33,26	2,30
33,28	2,30
33,30	2,31
33,33	2,33
33,35	2,30
33,38	2,31
33,40	2,33
33,43	2,31
33,45	2,30
33,47	2,34
33,50	2,36
33,52	2,35
33,55	2,37
33,57	2,40
33,60	2,38
33,62	2,39
33,65	2,41
33,67	2,46
33,69	2,48
33,72	2,50
33,74	2,54
33,77	2,57
33,79	2,57
33,82	2,59
33,84	2,63
33,87	2,64
33,89	2,64
33,91	2,69
33,94	2,72
33,96	2,71
33,99	2,73
34,01	2,81
34,04	2,84
34,06	2,88
34,09	2,98
34,11	3,04
34,13	3,05
34,16	3,06
34,18	3,11
34,21	3,12
34,23	3,15
34,26	3,21
34,28	3,26
34,31	3,29
34,33	3,34
34,35	3,38
34,38	3,43
34,40	3,48
34,43	3,53
34,45	3,58
34,48	3,62
34,50	3,65
34,52	3,69
34,55	3,75
34,57	3,81
34,60	3,86
34,62	3,94
34,65	4,01
34,67	4,05
34,70	4,10
34,72	4,16
34,74	4,21
34,77	4,24
34,79	4,29
34,82	4,32
34,84	4,36
34,87	4,40
34,89	4,46
34,92	4,53
34,94	4,62
34,96	4,68
34,99	4,74
