U1/V	IA/nA
8,84	0,01
8,86	0,01
8,88	0,01
8,91	0,02
8,93	0,01
8,96	0,01
8,98	0,01
9,01	0,01
9,03	0,01
9,05	0,01
9,08	0,01
9,10	0,02
9,13	0,02
9,15	0,02
9,18	0,03
9,20	0,03
9,23	0,02
9,25	0,03
9,27	0,03
9,30	0,02
9,32	0,02
9,35	0,02
9,37	0,01
9,40	0,01
9,42	0,03
9,45	0,03
9,47	0,03
9,49	0,03
9,52	0,03
9,54	0,01
9,57	0,01
9,59	0,01
9,62	0,01
9,64	0,01
9,67	0,01
9,69	0,01
9,71	0,01
9,74	0,01
9,76	0,01
9,79	0,02
9,81	0,02
9,84	0,01
9,86	0,01
9,89	0,01
9,91	0,01
9,93	0,01
9,96	0,01
9,98	0,01
10,01	0,01
10,03	0,03
10,06	0,03
10,08	0,03
10,10	0,03
10,13	0,04
10,15	0,02
10,18	0,02
10,20	0,02
10,23	0,01
10,25	0,00
10,28	0,01
10,30	0,01
10,32	0,01
10,35	0,01
10,37	0,01
10,40	0,02
10,42	0,02
10,45	0,02
10,47	0,02
10,50	0,03
10,52	0,03
10,54	0,03
10,57	0,03
10,59	0,03
10,62	0,02
10,64	0,02
10,67	0,03
10,69	0,02
10,72	0,02
10,74	0,03
10,76	0,02
10,79	0,02
10,81	0,02
10,84	0,03
10,86	0,03
10,89	0,06
10,91	0,07
10,94	0,08
10,96	0,07
10,98	0,06
11,01	0,04
11,03	0,04
11,06	0,03
11,08	0,02
11,11	0,03
11,13	0,05
11,15	0,04
11,18	0,05
11,20	0,06
11,23	0,06
11,25	0,04
11,28	0,06
11,30	0,07
11,33	0,05
11,35	0,05
11,37	0,07
11,40	0,06
11,42	0,05
11,45	0,07
11,47	0,10
11,50	0,08
11,52	0,09
11,55	0,10
11,57	0,09
11,59	0,08
11,62	0,07
11,64	0,07
11,67	0,07
11,69	0,07
11,72	0,09
11,74	0,14
11,77	0,13
11,79	0,13
11,81	0,15
11,84	0,15
11,86	0,10
11,89	0,10
11,91	0,11
11,94	0,09
11,96	0,07
11,99	0,12
12,01	0,15
12,03	0,14
12,06	0,14
12,08	0,16
12,11	0,13
12,13	0,11
12,16	0,12
12,18	0,13
12,21	0,12
12,23	0,11
12,25	0,13
12,28	0,13
12,30	0,11
12,33	0,12
12,35	0,14
12,38	0,13
12,40	0,13
12,42	0,14
12,45	0,14
12,47	0,11
12,50	0,10
12,52	0,10
12,55	0,12
12,57	0,11
12,60	0,17
12,62	0,19
12,64	0,18
12,67	0,16
12,69	0,16
12,72	0,12
12,74	0,09
12,77	0,10
12,79	0,11
12,82	0,10
12,84	0,12
12,86	0,13
12,89	0,13
12,91	0,13
12,94	0,13
12,96	0,12
12,99	0,13
13,01	0,12
13,04	0,11
13,06	0,11
13,08	0,10
13,11	0,08
13,13	0,08
13,16	0,11
13,18	0,10
13,21	0,10
13,23	0,12
13,26	0,11
13,28	0,08
13,30	0,08
13,33	0,07
13,35	0,06
13,38	0,05
13,40	0,07
13,43	0,05
13,45	0,06
13,47	0,06
13,50	0,07
13,52	0,07
13,55	0,07
13,57	0,06
13,60	0,06
13,62	0,05
13,65	0,03
13,67	0,04
13,69	0,07
13,72	0,07
13,74	0,07
13,77	0,10
13,79	0,09
13,82	0,05
13,84	0,05
13,87	0,06
13,89	0,03
13,91	0,02
13,94	0,04
13,96	0,03
13,99	0,02
14,01	0,04
14,04	0,05
14,06	0,03
14,09	0,03
14,11	0,04
14,13	0,02
14,16	0,01
14,18	0,01
14,21	0,02
14,23	0,02
14,26	0,02
14,28	0,03
14,31	0,03
14,33	0,02
14,35	0,02
14,38	0,02
14,40	0,01
14,43	0,01
14,45	0,01
14,48	0,02
14,50	0,02
14,52	0,02
14,55	0,03
14,57	0,05
14,60	0,04
14,62	0,05
14,65	0,06
14,67	0,05
14,70	0,03
14,72	0,03
14,74	0,01
14,77	0,00
14,79	0,01
14,82	0,01
14,84	0,01
14,87	0,02
14,89	0,02
14,92	0,03
14,94	0,03
14,96	0,04
14,99	0,05
15,01	0,06
15,04	0,05
15,06	0,04
15,09	0,05
15,11	0,06
15,14	0,05
15,16	0,06
15,18	0,08
15,21	0,08
15,23	0,06
15,26	0,07
15,28	0,06
15,31	0,04
15,33	0,04
15,36	0,04
15,38	0,04
15,40	0,05
15,43	0,07
15,45	0,09
15,48	0,13
15,50	0,13
15,53	0,14
15,55	0,15
15,57	0,14
15,60	0,11
15,62	0,12
15,65	0,13
15,67	0,12
15,70	0,13
15,72	0,19
15,75	0,20
15,77	0,19
15,79	0,21
15,82	0,22
15,84	0,19
15,87	0,20
15,89	0,23
15,92	0,23
15,94	0,22
15,97	0,24
15,99	0,24
16,01	0,23
16,04	0,24
16,06	0,26
16,09	0,26
16,11	0,27
16,14	0,26
16,16	0,27
16,19	0,28
16,21	0,25
16,23	0,27
16,26	0,29
16,28	0,30
16,31	0,29
16,33	0,36
16,36	0,36
16,38	0,36
16,41	0,36
16,43	0,37
16,45	0,33
16,48	0,31
16,50	0,33
16,53	0,32
16,55	0,31
16,58	0,34
16,60	0,37
16,63	0,37
16,65	0,37
16,67	0,38
16,70	0,38
16,72	0,37
16,75	0,36
16,77	0,36
16,80	0,37
16,82	0,37
16,84	0,37
16,87	0,37
16,89	0,38
16,92	0,36
16,94	0,34
16,97	0,36
16,99	0,35
17,02	0,35
17,04	0,36
17,06	0,35
17,09	0,32
17,11	0,31
17,14	0,31
17,16	0,30
17,19	0,34
17,21	0,36
17,24	0,37
17,26	0,36
17,28	0,35
17,31	0,30
17,33	0,30
17,36	0,27
17,38	0,27
17,41	0,28
17,43	0,31
17,46	0,29
17,48	0,30
17,50	0,31
17,53	0,29
17,55	0,26
17,58	0,29
17,60	0,28
17,63	0,25
17,65	0,25
17,68	0,27
17,70	0,23
17,72	0,22
17,75	0,26
17,77	0,25
17,80	0,22
17,82	0,22
17,85	0,22
17,87	0,19
17,89	0,17
17,92	0,15
17,94	0,16
17,97	0,14
17,99	0,13
18,02	0,15
18,04	0,16
18,07	0,14
18,09	0,15
18,11	0,16
18,14	0,16
18,16	0,13
18,19	0,12
18,21	0,12
18,24	0,09
18,26	0,08
18,29	0,13
18,31	0,13
18,33	0,12
18,36	0,13
18,38	0,13
18,41	0,09
18,43	0,08
18,46	0,07
18,48	0,07
18,51	0,06
18,53	0,08
18,55	0,09
18,58	0,08
18,60	0,09
18,63	0,08
18,65	0,06
18,68	0,05
18,70	0,05
18,73	0,04
18,75	0,04
18,77	0,03
18,80	0,04
18,82	0,05
18,85	0,05
18,87	0,05
18,90	0,05
18,92	0,05
18,94	0,03
18,97	0,02
18,99	0,03
19,02	0,03
19,04	0,02
19,07	0,03
19,09	0,03
19,12	0,01
19,14	0,02
19,16	0,03
19,19	0,03
19,21	0,03
19,24	0,04
19,26	0,03
19,29	0,03
19,31	0,02
19,34	0,02
19,36	0,02
19,38	0,04
19,41	0,04
19,43	0,05
19,46	0,07
19,48	0,07
19,51	0,05
19,53	0,06
19,56	0,07
19,58	0,05
19,60	0,06
19,63	0,08
19,65	0,06
19,68	0,04
19,70	0,06
19,73	0,07
19,75	0,06
19,78	0,08
19,80	0,12
19,82	0,11
19,85	0,09
19,87	0,08
19,90	0,09
19,92	0,07
19,95	0,06
19,97	0,09
19,99	0,11
20,02	0,11
20,04	0,13
20,07	0,15
20,09	0,15
20,12	0,16
20,14	0,19
20,17	0,20
20,19	0,18
20,21	0,19
20,24	0,23
20,26	0,22
20,29	0,21
20,31	0,27
20,34	0,31
20,36	0,29
20,39	0,31
20,41	0,34
20,43	0,32
20,46	0,31
20,48	0,32
20,51	0,35
20,53	0,36
20,56	0,38
20,58	0,40
20,61	0,41
20,63	0,40
20,65	0,41
20,68	0,44
20,70	0,46
20,73	0,46
20,75	0,47
20,78	0,49
20,80	0,44
20,83	0,43
20,85	0,45
20,87	0,50
20,90	0,50
20,92	0,53
20,95	0,56
20,97	0,56
21,00	0,54
21,02	0,55
21,05	0,57
21,07	0,56
21,09	0,57
21,12	0,58
21,14	0,58
21,17	0,60
21,19	0,61
21,22	0,62
21,24	0,63
21,26	0,64
21,29	0,63
21,31	0,63
21,34	0,62
21,36	0,60
21,39	0,61
21,41	0,62
21,44	0,62
21,46	0,63
21,48	0,66
21,51	0,65
21,53	0,62
21,56	0,63
21,58	0,63
21,61	0,61
21,63	0,61
21,66	0,59
21,68	0,57
21,70	0,55
21,73	0,55
21,75	0,56
21,78	0,58
21,80	0,58
21,83	0,60
21,85	0,59
21,88	0,57
21,90	0,54
21,92	0,52
21,95	0,51
21,97	0,49
22,00	0,50
22,02	0,55
22,05	0,54
22,07	0,52
22,10	0,53
22,12	0,54
22,14	0,49
22,17	0,47
22,19	0,48
22,22	0,45
22,24	0,42
22,27	0,44
22,29	0,45
22,31	0,42
22,34	0,44
22,36	0,45
22,39	0,43
22,41	0,40
22,44	0,39
22,46	0,37
22,49	0,35
22,51	0,30
22,53	0,31
22,56	0,32
22,58	0,30
22,61	0,29
22,63	0,32
22,66	0,30
22,68	0,28
22,71	0,29
22,73	0,30
22,75	0,25
22,78	0,23
22,80	0,23
22,83	0,20
22,85	0,17
22,88	0,22
22,90	0,23
22,93	0,23
22,95	0,22
22,97	0,23
23,00	0,20
23,02	0,17
23,05	0,15
23,07	0,15
23,10	0,14
23,12	0,15
23,15	0,16
23,17	0,16
23,19	0,16
23,22	0,14
23,24	0,12
23,27	0,13
23,29	0,12
23,32	0,10
23,34	0,12
23,36	0,11
23,39	0,08
23,41	0,08
23,44	0,10
23,46	0,08
23,49	0,06
23,51	0,09
23,54	0,09
23,56	0,06
23,58	0,06
23,61	0,06
23,63	0,05
23,66	0,04
23,68	0,04
23,71	0,04
23,73	0,04
23,76	0,04
23,78	0,04
23,80	0,06
23,83	0,04
23,85	0,05
23,88	0,05
23,90	0,04
23,93	0,02
23,95	0,03
23,98	0,07
24,00	0,07
24,02	0,07
24,05	0,11
24,07	0,10
24,10	0,06
24,12	0,06
24,15	0,07
24,17	0,04
24,20	0,04
24,22	0,06
24,24	0,06
24,27	0,06
24,29	0,07
24,32	0,09
24,34	0,09
24,37	0,09
24,39	0,09
24,42	0,09
24,44	0,09
24,46	0,07
24,49	0,08
24,51	0,09
24,54	0,07
24,56	0,07
24,59	0,10
24,61	0,12
24,63	0,11
24,66	0,14
24,68	0,16
24,71	0,15
24,73	0,16
24,76	0,20
24,78	0,20
24,81	0,19
24,83	0,24
24,85	0,24
24,88	0,23
24,90	0,26
24,93	0,29
24,95	0,30
24,98	0,32
25,00	0,34
25,03	0,36
25,05	0,36
25,07	0,34
25,10	0,35
25,12	0,38
25,15	0,39
25,17	0,40
25,20	0,44
25,22	0,47
25,25	0,47
25,27	0,48
25,29	0,51
25,32	0,52
25,34	0,52
25,37	0,56
25,39	0,55
25,42	0,54
25,44	0,55
25,47	0,59
25,49	0,60
25,51	0,62
25,54	0,66
25,56	0,69
25,59	0,69
25,61	0,68
25,64	0,71
25,66	0,72
25,68	0,72
25,71	0,74
25,73	0,77
25,76	0,80
25,78	0,80
25,81	0,82
25,83	0,84
25,86	0,85
25,88	0,85
25,90	0,88
25,93	0,89
25,95	0,87
25,98	0,85
26,00	0,88
26,03	0,88
26,05	0,88
26,08	0,91
26,10	0,93
26,12	0,91
26,15	0,90
26,17	0,91
26,20	0,90
26,22	0,89
26,25	0,89
26,27	0,89
26,30	0,89
26,32	0,89
26,34	0,90
26,37	0,92
26,39	0,91
26,42	0,91
26,44	0,91
26,47	0,90
26,49	0,87
26,52	0,86
26,54	0,86
26,56	0,84
26,59	0,82
26,61	0,87
26,64	0,87
26,66	0,86
26,69	0,85
26,71	0,86
26,73	0,82
26,76	0,81
26,78	0,80
26,81	0,81
26,83	0,79
26,86	0,80
26,88	0,79
26,91	0,76
26,93	0,75
26,95	0,74
26,98	0,72
27,00	0,71
27,03	0,71
27,05	0,69
27,08	0,69
27,10	0,65
27,13	0,62
27,15	0,62
27,17	0,62
27,20	0,58
27,22	0,59
27,25	0,59
27,27	0,57
27,30	0,54
27,32	0,54
27,35	0,52
27,37	0,49
27,39	0,48
27,42	0,47
27,44	0,46
27,47	0,48
27,49	0,48
27,52	0,49
27,54	0,48
27,57	0,47
27,59	0,45
27,61	0,44
27,64	0,40
27,66	0,37
27,69	0,37
27,71	0,37
27,74	0,35
27,76	0,36
27,78	0,38
27,81	0,35
27,83	0,31
27,86	0,32
27,88	0,31
27,91	0,27
27,93	0,28
27,96	0,29
27,98	0,27
28,00	0,24
28,03	0,26
28,05	0,26
28,08	0,23
28,10	0,23
28,13	0,24
28,15	0,22
28,18	0,18
28,20	0,16
28,22	0,15
28,25	0,14
28,27	0,10
28,30	0,12
28,32	0,14
28,35	0,12
28,37	0,11
28,40	0,13
28,42	0,12
28,44	0,11
28,47	0,12
28,49	0,12
28,52	0,10
28,54	0,09
28,57	0,13
28,59	0,13
28,62	0,12
28,64	0,15
28,66	0,16
28,69	0,12
28,71	0,11
28,74	0,12
28,76	0,10
28,79	0,08
28,81	0,08
28,84	0,08
28,86	0,08
28,88	0,09
28,91	0,10
28,93	0,11
28,96	0,12
28,98	0,11
29,01	0,12
29,03	0,11
29,05	0,09
29,08	0,08
29,10	0,09
29,13	0,07
29,15	0,06
29,18	0,08
29,20	0,10
29,23	0,11
29,25	0,12
29,27	0,15
29,30	0,16
29,32	0,16
29,35	0,16
29,37	0,18
29,40	0,18
29,42	0,19
29,45	0,20
29,47	0,21
29,49	0,22
29,52	0,22
29,54	0,23
29,57	0,24
29,59	0,24
29,62	0,24
29,64	0,27
29,67	0,27
29,69	0,28
29,71	0,31
29,74	0,36
29,76	0,36
29,79	0,37
29,81	0,41
29,84	0,43
29,86	0,40
29,89	0,43
29,91	0,47
29,93	0,46
29,96	0,47
29,98	0,49
30,01	0,50
30,03	0,50
30,06	0,53
30,08	0,56
30,10	0,60
30,13	0,60
30,15	0,63
30,18	0,65
30,20	0,63
30,23	0,62
30,25	0,66
30,28	0,69
30,30	0,69
30,32	0,74
30,35	0,81
30,37	0,82
30,40	0,82
30,42	0,85
30,45	0,87
30,47	0,84
30,50	0,87
30,52	0,91
30,54	0,92
30,57	0,91
30,59	0,95
30,62	0,98
30,64	0,97
30,67	0,99
30,69	1,04
30,72	1,04
30,74	1,03
30,76	1,03
30,79	1,05
30,81	1,05
30,84	1,03
30,86	1,04
30,89	1,06
30,91	1,06
30,94	1,06
30,96	1,10
30,98	1,13
31,01	1,12
31,03	1,12
31,06	1,14
31,08	1,12
31,11	1,10
31,13	1,11
31,15	1,11
31,18	1,10
31,20	1,15
31,23	1,17
31,25	1,17
31,28	1,16
31,30	1,17
31,33	1,12
31,35	1,11
31,37	1,10
31,40	1,09
31,42	1,09
31,45	1,12
31,47	1,11
31,50	1,11
31,52	1,11
31,55	1,09
31,57	1,07
31,59	1,07
31,62	1,06
31,64	1,03
31,67	1,02
31,69	0,99
31,72	0,96
31,74	0,95
31,77	0,97
31,79	0,96
31,81	0,96
31,84	0,96
31,86	0,96
31,89	0,93
31,91	0,91
31,94	0,88
31,96	0,87
31,99	0,85
32,01	0,84
32,03	0,85
32,06	0,88
32,08	0,85
32,11	0,85
32,13	0,85
32,16	0,81
32,18	0,75
32,20	0,77
32,23	0,75
32,25	0,71
32,28	0,70
32,30	0,74
32,33	0,71
32,35	0,69
32,38	0,71
32,40	0,70
32,42	0,65
32,45	0,64
32,47	0,65
32,50	0,62
32,52	0,59
32,55	0,58
32,57	0,58
32,60	0,54
32,62	0,53
32,64	0,53
32,67	0,54
32,69	0,50
32,72	0,52
32,74	0,51
32,77	0,49
32,79	0,43
32,82	0,43
32,84	0,41
32,86	0,40
32,89	0,39
32,91	0,46
32,94	0,45
32,96	0,42
32,99	0,40
33,01	0,40
33,04	0,34
33,06	0,32
33,08	0,34
33,11	0,33
33,13	0,30
33,16	0,33
33,18	0,34
33,21	0,32
33,23	0,32
33,26	0,34
33,28	0,33
33,30	0,30
33,33	0,29
33,35	0,28
33,38	0,28
33,40	0,25
33,43	0,24
33,45	0,24
33,47	0,24
33,50	0,22
33,52	0,23
33,55	0,24
33,57	0,22
33,60	0,21
33,62	0,21
33,65	0,20
33,67	0,17
33,69	0,18
33,72	0,20
33,74	0,18
33,77	0,18
33,79	0,21
33,82	0,22
33,84	0,20
33,87	0,21
33,89	0,20
33,91	0,18
33,94	0,17
33,96	0,16
33,99	0,17
34,01	0,20
34,04	0,21
34,06	0,23
34,09	0,27
34,11	0,26
34,13	0,26
34,16	0,27
34,18	0,27
34,21	0,24
34,23	0,24
34,26	0,25
34,28	0,24
34,31	0,24
34,33	0,29
34,35	0,31
34,38	0,31
34,40	0,34
34,43	0,35
34,45	0,34
34,48	0,34
34,50	0,36
34,52	0,37
34,55	0,37
34,57	0,39
34,60	0,41
34,62	0,42
34,65	0,43
34,67	0,45
34,70	0,48
34,72	0,50
34,74	0,49
34,77	0,52
34,79	0,52
34,82	0,50
34,84	0,50
34,87	0,55
34,89	0,56
34,92	0,58
34,94	0,66
34,96	0,72
34,99	0,75
